المواطنة,المؤشر,الدولة,الجنس,Year,Value,Source,المرحلة التعليمية,القطاع
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2021,,,جامعي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2021,,,جامعي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2021,,,جميع المراحل التعليمية,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2021,,,جميع المراحل التعليمية,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2021,,,جميع المراحل التعليمية,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2022,,,إبتدائي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2022,,,إبتدائي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2022,,,إبتدائي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2022,,,إعدادي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2022,,,إعدادي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2022,,,إعدادي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2022,,,ثانوي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2022,,,ثانوي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2022,,,ثانوي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2022,,,جامعي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2022,,,جامعي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2022,,,جامعي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2022,,,جميع المراحل التعليمية,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2022,,,جميع المراحل التعليمية,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2022,,,جميع المراحل التعليمية,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2023,,,إبتدائي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2023,,,إبتدائي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2023,,,إبتدائي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2023,,,إعدادي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2023,,,إعدادي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2023,,,إعدادي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2023,,,ثانوي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2023,,,ثانوي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2023,,,ثانوي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2023,,,جامعي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2023,,,جامعي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2023,,,جامعي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2023,,,جميع المراحل التعليمية,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2023,,,جميع المراحل التعليمية,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2023,,,جميع المراحل التعليمية,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2024,,,إبتدائي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2024,,,إبتدائي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2024,,,إبتدائي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2024,,,إعدادي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2024,,,إعدادي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2024,,,إعدادي,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2024,,,ثانوي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2024,,,ثانوي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2024,,,ثانوي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2024,,,جامعي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2024,,,جامعي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2024,,,جامعي\مهني,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2024,,,جميع المراحل التعليمية,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2024,,,جميع المراحل التعليمية,خاص
,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2024,,,جميع المراحل التعليمية,خاص
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2010,5,aa,إبتدائي,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2010,5,aa,إبتدائي,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2010,5,aa,إبتدائي,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2010,5,aa,إبتدائي,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2010,5,aa,إبتدائي,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2010,5,aa,إبتدائي,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2010,5,aa,إبتدائي,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2010,5,aa,إبتدائي,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2010,5,aa,إبتدائي,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2010,5,aa,إعدادي,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2010,5,aa,إعدادي,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2010,5,aa,إعدادي,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2010,5,aa,إعدادي,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2010,5,aa,إعدادي,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2010,5,aa,إعدادي,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2010,5,aa,إعدادي,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2010,5,aa,إعدادي,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2010,5,aa,إعدادي,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2010,5,aa,ثانوي\مهني,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2010,5,aa,ثانوي\مهني,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2010,5,aa,ثانوي\مهني,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2010,5,aa,ثانوي\مهني,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2010,5,aa,ثانوي\مهني,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2010,5,aa,ثانوي\مهني,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2010,5,aa,ثانوي\مهني,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2010,5,aa,ثانوي\مهني,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2010,5,aa,ثانوي\مهني,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2010,5,aa,جامعي\مهني,جميع القطاعات
